candidate_id,network_group,live_conversations,policy,recommended_apply_hours,recommended_network_hours,recommended_portfolio_hours,expected_weekly_hires_contribution,ev_lower_90,ev_upper_90
C0064,low,2,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0065,low,1,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0066,low,1,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0067,low,2,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0068,low,2,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0069,low,0,parity,8.0,12.0,12.0,0.102,0.0,0.62293
C0070,low,2,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0071,low,0,parity,6.5,9.75,9.75,0.08288,0.0,0.55244
C0072,low,1,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0074,low,3,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0075,low,3,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0076,low,1,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0077,low,3,parity,6.0,9.0,9.0,0.0765,0.0,0.52764
C0079,low,3,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0080,low,1,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0082,mid,5,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0083,mid,8,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0084,mid,7,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0085,mid,6,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0086,mid,8,parity,8.5,12.75,12.75,0.10837,0.0,0.64534
C0087,mid,4,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0088,mid,4,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0089,mid,8,parity,9.75,14.62,14.62,0.12431,0.0,0.69941
C0090,mid,6,parity,6.0,9.0,9.0,0.0765,0.0,0.52764
C0091,mid,9,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0092,mid,7,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0093,mid,6,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0094,mid,5,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0095,mid,7,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0096,mid,4,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0097,mid,4,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0099,mid,4,parity,9.75,14.62,14.62,0.12431,0.0,0.69941
C0101,mid,6,parity,6.0,9.0,9.0,0.0765,0.0,0.52764
C0102,mid,6,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0103,mid,6,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0104,mid,9,parity,9.75,14.62,14.62,0.12431,0.0,0.69941
C0105,mid,7,parity,6.0,9.0,9.0,0.0765,0.0,0.52764
C0106,mid,4,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0107,mid,9,parity,6.5,9.75,9.75,0.08288,0.0,0.55244
C0108,mid,7,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0109,mid,7,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0110,mid,5,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0111,mid,9,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0112,mid,5,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0114,mid,5,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0115,mid,5,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0116,mid,6,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0118,mid,4,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0119,mid,9,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0120,mid,8,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0121,mid,8,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0122,mid,7,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0123,mid,6,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0124,mid,5,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0125,mid,8,parity,6.5,9.75,9.75,0.08288,0.0,0.55244
C0126,mid,5,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0127,mid,5,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0128,mid,6,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0129,mid,6,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0132,mid,8,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0133,mid,4,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0135,mid,6,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0136,mid,9,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0137,mid,6,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0177,mid,4,parity,8.5,12.75,12.75,0.10837,0.0,0.64534
C0139,mid,6,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0141,mid,9,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0142,mid,5,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0143,mid,7,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0144,mid,8,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0145,mid,5,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0146,mid,5,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0147,mid,5,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0149,mid,9,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0150,mid,9,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0152,mid,6,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0153,mid,7,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0154,mid,7,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0155,mid,5,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0156,mid,7,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0157,mid,4,parity,8.5,12.75,12.75,0.10837,0.0,0.64534
C0159,mid,8,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0160,mid,6,parity,6.5,9.75,9.75,0.08288,0.0,0.55244
C0161,high,17,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0162,high,11,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0163,high,14,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0164,high,20,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0165,high,15,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0166,high,11,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0167,high,18,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0168,high,19,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0169,high,17,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0170,high,13,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0171,high,15,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0173,high,10,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0174,high,15,parity,8.0,12.0,12.0,0.102,0.0,0.62293
C0175,high,10,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0176,high,12,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0061,high,13,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0178,high,13,parity,7.25,10.88,10.88,0.09244,0.0,0.58835
C0179,high,13,parity,6.0,9.0,9.0,0.0765,0.0,0.52764
C0180,high,20,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0181,high,19,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0183,high,19,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0184,high,10,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0185,high,10,parity,8.0,12.0,12.0,0.102,0.0,0.62293
C0186,high,18,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0187,high,12,parity,9.75,14.62,14.62,0.12431,0.0,0.69941
C0188,high,10,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0189,high,18,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0190,high,13,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0191,high,15,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0192,high,15,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0193,high,13,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0194,high,19,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0195,high,19,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0196,high,11,parity,5.25,7.88,7.88,0.06694,0.0,0.48894
C0197,high,20,parity,9.75,14.62,14.62,0.12431,0.0,0.69941
C0198,high,16,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0199,high,20,parity,8.0,12.0,12.0,0.102,0.0,0.62293
C0200,high,20,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0201,high,13,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0202,high,12,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0203,high,20,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0204,high,13,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0206,high,13,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0207,high,10,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0208,high,16,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0209,high,17,parity,7.75,11.62,11.62,0.09881,0.0,0.61154
C0210,high,18,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0211,high,13,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0213,high,14,parity,5.0,7.5,7.5,0.06375,0.0,0.47558
C0214,high,12,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0215,high,13,parity,6.25,9.38,9.38,0.07969,0.0,0.54013
C0216,high,19,parity,8.5,12.75,12.75,0.10837,0.0,0.64534
C0217,high,16,parity,7.0,10.5,10.5,0.08925,0.0,0.57654
C0218,high,19,parity,7.5,11.25,11.25,0.09562,0.0,0.60002
C0219,high,15,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0220,high,18,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0221,high,14,parity,8.75,13.12,13.12,0.11156,0.0,0.65637
C0223,high,13,parity,9.25,13.88,13.88,0.11794,0.0,0.67809
C0224,high,12,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0226,high,10,parity,5.5,8.25,8.25,0.07012,0.0,0.50206
C0227,high,14,parity,5.75,8.62,8.62,0.07331,0.0,0.51495
C0229,high,12,parity,9.5,14.25,14.25,0.12112,0.0,0.6888
C0230,high,13,parity,10.0,15.0,15.0,0.1275,0.0,0.70992
C0231,high,17,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0232,high,13,parity,6.75,10.12,10.12,0.08606,0.0,0.56457
C0233,high,13,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0234,high,18,parity,6.5,9.75,9.75,0.08288,0.0,0.55244
C0235,high,11,parity,8.0,12.0,12.0,0.102,0.0,0.62293
C0138,high,14,parity,9.0,13.5,13.5,0.11475,0.0,0.66728
C0237,high,19,parity,8.5,12.75,12.75,0.10837,0.0,0.64534
C0239,high,13,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
C0240,high,10,parity,8.25,12.38,12.38,0.10519,0.0,0.6342
